,sentence_normal,sentence_leicht,score
3545,"Ein Ausweis, der zur unentgeltlichen Beförderung im öffentlichen Personenverkehr berechtigt, ist grün-orange.","['Mit diesem Ausweis können Sie kostenlos mit der Bahn fahren.', 'Freifahrt-Ausweis Der Freifahrt-Ausweis ist grün-rot.', 'Mit dem Freifahrt-Ausweis können Sie kostenlos mit Bus und Bahn fahren.', 'Wo können Sie kostenlos fahren?', 'Sie können jetzt mit allen Zügen im Nah-Verkehr der Deutschen Bahn kostenlos fahren.', 'Das sind zum Beispiel: die Regional-Bahn( RB), der Regional-Express( RE), der Inter-Regio-Express( IRE), die S-Bahn.', 'Sie können jetzt in ganz Deutschland kostenlos fahren.']","[0.5502851009368896, 0.7276837825775146, 0.6074811220169067, 0.40339338779449463, 0.47189444303512573, 0.26847708225250244, 0.40148985385894775]"
3546,Ein direkter Anspruch auf besondere Leistungen im Ausland ist damit nicht verbunden.,['Nicht mehr nur in der Nähe von Ihrem Wohn-Ort.'],[0.19174647331237793]
3547,"Er enthält: Braille-Schrift: Blinde können ihren Ausweis an der Buchstabenfolge "" sch-b-a "" erkennen.",['Das ist eine Zahl von 20 bis 100. Seit wann gilt der Ausweis.'],[0.21023759245872498]
3548,Für weitere Informationen und Antragsformulare zum Schwerbehindertenausweis klicken Sie hier,"['Was steht alles in dem Behinderten-Ausweis?', 'Dort können Sie einen Antrag für den Ausweis schreiben.', 'Für das Beiblatt können Sie beim Versorgungs-Amt einen Antrag schreiben.', 'Dazu müssen Sie einen Antrag an das Versorgungs-Amt schreiben.']","[0.5927067995071411, 0.42962944507598877, 0.4145220220088959, 0.338462769985199]"
3549,"In den letzten Jahren sind immer wieder Forderungen laut geworden, in der Europäischen Union einen einheitlichen Europäischen Behindertenausweis einzuführen.",['Sie müssen spätestens 3 Monate vorher den Ausweis verlängern.'],[0.20149067044258118]
3550,"Schwerbehindertenausweis im Ausland Der Schwerbehindertenausweis dient dem Nachweis für die Inanspruchnahme von Rechten und Nachteilsausgleichen, die schwerbehinderten Menschen in Deutschland zustehen.","['Menschen mit einer Schwer-Behinderung bekommen einen Schwer-Behinderten-Ausweis.', 'Mit dem Ausweis haben Sie viele Vorteile.', 'Die Vorteile nennt man auch: Nachteils-Ausgleiche Dafür gibt es ein Gesetz. Das Gesetz heißt: Sozial-Gesetz-Buch 9. Die Abkürzung ist: SGB IX Wo bekomme ich den Behinderten-Ausweis?', 'Das ist der Grad der Behinderung.']","[0.6642223596572876, 0.4620431065559387, 0.6583395600318909, 0.39158201217651367]"
3551,"Antigen-Schnelltests in Baden-Württemberg Informationen in Leichter Sprache Allgemeine Informationen Plakat „ Informationen über das Corona-Virus “, barrierefreies PDF FAQ zu Corona - Was ändert sich beim Thema Arbeit?","['Informationen in Leichter Sprache Allgemeine Informationen Plakat „ Informationen über das Corona-Virus “, barrierefreies PDF FAQ zu Corona - Was ändert sich beim Thema Arbeit? Informationen zum Sozialschutz-Paket']",[0.9054660797119141]
3552,"Als Sonderzeichen werde nur der Bindestrich genutzt, um zusammengesetzte Worte zu trennen.",['Deshalb gibt es besondere Abkürzungen.'],[0.44416362047195435]
3553,"Auch Menschen mit kognitiven Einschränkungen hätten Probleme mit Sonderzeichen, so Daniel Fischer, Geschäftsführer der Lebenshilfe Berlin.","['Außerdem ist auch diese Frage wichtig: Wie sieht sich ein Mensch selbst?', 'Prüfung von: capito Berlin, Büro für barrierefreie Information.']","[0.17678327858448029, 0.3455507755279541]"
3554,"BERLIN taz | Kein *, kein Binnen-I, kein _: Die Linkspartei will auf ihren Webseiten künftig darauf verzichten, trans, inter und queere Menschen explizit einzuschließen.",['Sie benutzt das Gender-Sternchen nicht mehr auf ihren Internet-Seiten.'],[0.5166140794754028]
3555,Der Beschluss ist Teil der Novellierung des Teilhabekonzepts von 2014.,"['Was sind Ihre Erfahrungen?', 'Erschienen am: 16. November 2019.']","[0.03640279546380043, 0.20486491918563843]"
3556,Deshalb will die Linkspartei sie ab jetzt nicht mehr verwenden.,['Die Partei die Linke hat sich gegen das Gender-Sternchen entschieden.'],[0.6277003288269043]
3557,"Die Linke habe, so Möhring die Debatte schon wiederholt darum geführt, wie sich Barrierefreiheit und Gendern miteinander vereinbaren ließen.","['Es gibt Männer und es gibt Frauen. Aber es gibt noch weitere Geschlechter.', 'Es gibt noch mehr Infos über die verschiedenen Geschlechter. Zum Beispiel auf diesen Internet-Seiten: • einfachqueer. • Regenbogenportal.', 'Es gibt also viele verschiedene Geschlechter. Und jeder Mensch kennt sein Geschlecht selbst am besten.', 'Sie wollen überall dazugehören, zum Bespiel: • in der Schule, • bei der Arbeit, • bei politischen Entscheidungen.', 'Das gilt auch für die verschiedenen Geschlechter.', 'Frauen kämpfen in Deutschland für die Gleich-Berechtigung von Mann und Frau.', 'Viele Menschen haben sich deshalb gefragt: Wie können wir das ändern?', 'Wie hilft das Gender-Sternchen in der Sprache weiter?', 'Das Gender-Sternchen in Wörtern zeigt also: Alle Geschlechter kommen gleichberechtigt in der Sprache vor.', 'Immer mehr Menschen benutzen geschlechter-gerechte Sprache. Aber es gibt dabei auch Probleme, zum Beispiel wenn es um Barriere-Freiheit geht.', 'Auch bei Leichter Sprache spricht man aktuell viel über geschlechter-gerechte Sprache.', 'Ist das Gender-Sternchen bekannt genug? Und wie erfahren mehr Menschen davon, wenn es in Leichter Sprache nicht vorkommt?']","[0.3038266599178314, 0.46636998653411865, 0.37176546454429626, 0.318443238735199, 0.3497042655944824, 0.5055315494537354, 0.32428163290023804, 0.3742488622665405, 0.5076848268508911, 0.6451918482780457, 0.6039994359016418, 0.45216429233551025]"
3558,"Die vereinfachte Schreibweise soll es Menschen mit Behinderungen erleichtern, Dokumente im Internet zu lesen.","['Wie können wir Texte schreiben, in denen alle Geschlechter vorkommen?', 'Jeder soll die Texte auf der Internet-Seite leicht lesen können.', 'Gleichzeitig sollen unsere Texte leicht verständlich sein.']","[0.4262378513813019, 0.6522427797317505, 0.4605294167995453]"
3559,Es ist also stets von ‚ Nutzerinnen und Nutzer ‘ zu schreiben. “.,"['Ein Mensch mit einer Scheide kann sagen: Ich bin trotzdem ein Mann. Oder jemand sagt über sich selbst: Ich bin ein Mann und eine Frau zugleich. Oder jemand sagt über sich selbst: Ich bin kein Mann und keine Frau.', 'Viele Menschen sagen: Ich will auch in der Sprache dazugehören.', 'Wir nutzen Sprache im Umgang mit anderen Menschen.', 'Deshalb sagen viele Menschen: Alle Menschen sollen in der Sprache vorkommen.', 'Kommen alle Geschlechter in der Sprache vor?', 'Meistens wurde in Texten und in Gesprächen nur die männliche Form von Wörtern benutzt.', 'Beide Geschlechter sollen in der Sprache vorkommen!', 'Bei den Wörtern Politiker und Politikerin kommen aber nur Mann und Frau vor.', 'Gender( spricht man: Djänder) ist das englische Wort für Geschlecht.', 'Das Gender-Sternchen hat eine wichtige Bedeutung: Es ist ein Zeichen für alle Menschen.', 'Das nennt man geschlechter-gerechte Sprache.']","[0.24865952134132385, 0.28873929381370544, 0.3427375555038452, 0.4515918493270874, 0.42552316188812256, 0.3787495493888855, 0.45831549167633057, 0.4447426199913025, 0.4720255136489868, 0.35697275400161743, 0.45387881994247437]"
3560,Gegenderte und barrierefreie Sprache sind derzeit nur bedingt kompatibel.,"['Denn Sprache ist ein wichtiger Teil unseres Lebens.', 'In allen Lebens-Situationen ist Sprache wichtig.', 'Lange Zeit war es in Deutschland so: In der Sprache kamen nicht alle Geschlechter vor.', 'Heute verändert sich vieles in der Sprache.', 'Das gilt auch für die Sprache. Und es klappt!', 'Ein Problem ist dabei aber: Wenn Männer und Frauen vorkommen, dann werden die Sätze oft sehr lang.', 'Wir von taz leicht benutzen bisher keine geschlechter-gerechte Sprache. Aber für uns ist geschlechter-gerechte Sprache auch wichtig.', 'Einige Infos in diesem leichten Text kommen aus diesem „ schweren “ Text.']","[0.24587318301200867, 0.33812329173088074, 0.4517550468444824, 0.2959122657775879, 0.2702655792236328, 0.3631616234779358, 0.5499895811080933, 0.37803393602371216]"
3561,"In dem Konzept zur Teilhabe, welches der Parteivorstand am Sonntag verabschiedete, heißt es: „ Im Interesse des flüssigen Lesens und der Maschinenlesbarkeit ist auf eine ‚ gegenderte ‘ Schreibweise zu verzichten.","['Man fragt sich beim Schreiben in Leichter Sprache: Wissen alle, was das Gender-Sternchen bedeutet?', 'Gender-gerechte Sprache ist für diese Partei wichtig. Aber die Partei will auch, dass die Texte gut verstanden werden.', 'Wir haben diesen Text geschrieben, um Ihre Meinung zu erfahren: Was sagen Sie?']","[0.3995291292667389, 0.533371090888977, 0.23217302560806274]"
3562,"Man sehe aber, dass keine trans- und interfeindliche Motivation zugrunde liege, sondern ein Interesse an der Inklusion aller Menschen.","['Dazu muss man wissen: In unserer Gesellschaft wird das Geschlecht von Menschen meistens durch körperliche Eigenschaften bestimmt. Zum Beispiel durch Geschlechts-Organe, wie den Penis und die Scheide.', 'Deshalb ist es meistens so: Ein Mensch mit einem Penis gilt als Mann. Und ein Mensch mit einer Scheide gilt als Frau. Aber nicht jeder Mensch mit einem Penis ist ein Mann. Und nicht jeder Mensch mit einer Scheide ist eine Frau. Und manche Menschen haben männliche und weibliche Geschlechts-Organe.', 'Ein Mensch mit einem Penis kann zum Bespiel sagen: Ich bin trotzdem eine Frau.', 'Alle Geschlechter sollen dazugehören.', 'Denn das Geschlecht ist etwas sehr Persönliches. Aber egal, welches Geschlecht ein Mensch hat: Alle Menschen wollen die gleichen Rechte haben. Und alle Menschen wollen Respekt bekommen.', 'Nein, es kommen nicht alle Geschlechter vor.', 'Wie in der Erklärung oben in diesem Text steht: Es gibt nicht nur Männer und Frauen.', 'Auch für Menschen, die sich nicht oder nicht nur als Mann oder Frau sehen.']","[0.31906840205192566, 0.3719989061355591, 0.2397891879081726, 0.3981880247592926, 0.5787702798843384, 0.4068428874015808, 0.452536404132843, 0.44026827812194824]"
3563,"PDF-Dokumente, wie etwa Programme oder Flyer bleiben davon unberührt.","['Hinweis: Hier können Sie den Text herunterladen.', 'Das gilt zum Beispiel für Zeitungen.']","[0.38039249181747437, 0.28960755467414856]"
3564,Schwieriger Widerspruch: Gegenderte und barrierefreie Sprache sind derzeit nur bedingt kompatibel Foto: unsplash / Sharon McCutcheon.,"['Es gibt viele verschiedene Geschlechter. Und alle Geschlechter sind wichtig. Aber unsere Sprache ist vor allem männlich.', 'Es gibt viele Geschlechter Foto: imago images / Steinach.', 'Wir Menschen sind verschieden.', 'Heute kommen in der Sprache immer öfter Männer und Frauen vor.', 'Probleme mit geschlechter-gerechter Sprache.', 'Übertragung in Leichte Sprache von: taz leicht.']","[0.43971168994903564, 0.24804110825061798, 0.1998974084854126, 0.3833385407924652, 0.5104901790618896, 0.3400396704673767]"
3565,"So kann etwa die Software von Vorlesegeräten, die blinde Menschen nutzen, um Dokumente im Internet zu erschließen, Sonderzeichen nur sperrig übersetzen.","['Über Sprache bekommen wir Informationen, in der Zeitung, im Internet, im Radio oder im Fernsehen.', 'Blinde Menschen benutzen oft. Computer-Programme für Internet-Seiten.', 'Diese Computer-Programme lesen die Texte auf Internet-Seiten vor. Aber das funktioniert oft nicht so gut, wenn in den Texten das Gender-Sternchen vorkommen.', 'Schreiben Sie uns auch gern, wenn wir etwas im Text übersehen oder vergessen haben.']","[0.31994980573654175, 0.5730592608451843, 0.6999238729476929, 0.2757757306098938]"
3566,So würde das Wort Polizist*innen per Sprachausgabe als „ Polizist Stern innen “ gelesen.,"['Dort stand in Nachrichten oft nur das Wort Politiker.', 'Sie sagen: Mit Politiker sind auch Politikerinnen gemeint.', 'Andere Menschen sagen aber: Beim Wort Politiker denkt man sofort an einen Mann.', 'Es muss Politiker und Politikerin heißen!', 'Für Politiker und Politikerin gibt es zum Beispiel diese Abkürzungen: • mit Schrägstrich und Bindestrich: Politiker / -in. • mit Klammern: Politiker(in). • mit einem großen I: PolitikerIn. Aber kommen in den Abkürzungen alle Geschlechter vor?', 'Das Gender-Sternchen sieht so aus: *.', 'Das Gender-Sternchen kommt im Wort vor die weibliche Endung „ in “. Es heißt dann zum Bespiel: • Politiker*in. • Ärzt*in. • oder Lehrer*in.']","[0.35387569665908813, 0.4284415543079376, 0.4037105441093445, 0.3736516237258911, 0.5113471746444702, 0.2718791365623474, 0.5316853523254395]"
3567,Sonderzeichen machen vielen Menschen mit Behinderung im Internet zu schaffen.,"['Vielen Menschen ist das egal.', 'Hinzu kommt: Das Gender-Sternchen kann auch für blinde Menschen ein Problem sein.', 'Auf Facebook unter: www.facebook.de/tazleicht. Und auf Twitter unter: www.twitter.com/tazleicht.']","[0.22267012298107147, 0.5878720283508301, 0.20393779873847961]"
3568,„ Das begrüße ich. “.,['Was ist Ihre Meinung?'],[0.12522992491722107]
3569,"„ Wir als queerinklusive Feministinnen innerhalb der Partei sind natürlich nicht zufrieden mit dieser Schreibweise “, so Fraktionsvize Cornelia Möhring.","['Das betrifft auch unser Geschlecht.', 'Mir reichen diese 2 Geschlechter nicht aus.', 'Dort stand selten das Wort Politikerin.', 'Eine weibliche Politikerin kommt in dem Wort nicht vor. Das ist ungerecht!', 'Es gibt viele Geschlechter.', 'Eine mögliche Antwort ist das Gender-Sternchen.']","[0.3062779903411865, 0.30025187134742737, 0.2638302147388458, 0.4947858154773712, 0.260498583316803, 0.3142416477203369]"
3570,„ Wir schreiben daher für unsere Klienten etwa von Arzt und Ärztin. “,"['Wir reden über unsere Gefühle und Gedanken.', 'Dann steht in der Zeitung zum Bespiel: • Politiker und Politikerin, • Ärztin und Arzt. • oder Lehrer und Lehrerin.', 'Sollen wir weiter Politiker schreiben? Oder sollen wir Politiker und Politikerin oder Politiker*in schreiben?', 'Schreiben Sie uns dazu eine E-Mail an: leicht@taz.de. Oder schreiben Sie uns auf Faceboook und Twitter.']","[0.2322254329919815, 0.5564824342727661, 0.3632761240005493, 0.17852234840393066]"
3571,"Aber dann seien da eben auch noch die vielen Leute, die helfen.","['Viele Menschen helfen Flüchtlingen.', 'Die taz hat mit einigen Helfern gesprochen.', 'Das sorgt für viel Frust. Aber oft klappt es und das ist gut.', 'Außerdem lernen sie bei der Arbeit andere Menschen kennen.', 'Das Schwimmen bringt Menschen zusammen.', 'Es werden immer mehr Kurse. Und sie sind alle ausgebucht.']","[0.5871598720550537, 0.3819473683834076, 0.22637410461902618, 0.39500635862350464, 0.1662953495979309, 0.1599700152873993]"
3572,Angefangen hat er damit erst vor viereinhalb Jahren.,['Sie ist Schwimm-Lehrerin und leitet seit 4 Jahren ein Schwimm-Projekt.'],[0.292934387922287]
3573,Auch mit 82 Jahren denkt er nicht ans Aufhören.,"['Heute arbeitet er ohne Bezahlung.', 'Heute unterrichtet Franziska Meißner alleine.']","[0.24033233523368835, 0.16402076184749603]"
3574,"BERLIN taz | Dieter Bollmann lacht viel, wenn er von sich erzählt.","['Hier stellen wir 3 von ihnen vor. Dieter Bollmann. Foto: Schwenzer.', 'Dieter Bollmann ist 82 Jahre alt.']","[0.30684584379196167, 0.5519453287124634]"
3575,"Beide haben eine Ausbildung zum Elektrofacharbeiter gemacht, der eine geheiratet und ein Kind bekommen.","['Sie haben eine Ausbildung gemacht. Und ein Bruder hat eine Familie gegründet.', 'Sie verdienen bei der Arbeit eigenes Geld. Und sie lernen die deutsche Sprache schneller.', 'Einige Schwimm-Schüler sind 12 Jahre alt. Und einige sind fast 50 Jahr alt.', 'Deshalb hat Franziska Meißner zuerst gemeinsam mit einem männlichen Schwimm-Lehrer unterrichtet.']","[0.40137940645217896, 0.2849586606025696, 0.2852131724357605, 0.3003854751586914]"
3576,Bollmann ist Wahlfrankfurter und Wahlbrandenburger.,"['Yvonne Trenner wohnt in Oranienburg in Brandenburg.', 'Franziska Meißner wohnt in Leipzig in Sachsen.']","[0.30283135175704956, 0.23047854006290436]"
3577,"Bollmann über Frankfurt( Oder): „ Es gibt hier eine unglaubliche, praktizierte Willkommenskultur “ Foto: Foto Schwenzer.","['Das hilft gegen Berührungs-Ängste und Vorurteile. Franziska Meißner. Foto: Volly Tanner.', 'Franziska Meißner hofft: Das Schwimm-Projekt hilft den Menschen beim Neu-Beginn in Deutschland.', 'Prüfung von: capito Berlin, Büro für barrierefreie Information.']","[0.25946861505508423, 0.33974841237068176, 0.3680182099342346]"
3578,"Da wären diese zwei Brüder aus Kamerun, die mitten in der Nacht abgeschoben werden sollten.","['Sie kommen aus dem afrikanischen Land Kamerun.', 'Sie sollen zurück nach Kamerun.']","[0.44339719414711, 0.4377700090408325]"
3579,"Das habe er – zumindest für seine Mandanten – auch eingehalten, sagt der 82-jährige Rechtsanwalt, der Geflüchteten juristisch beisteht, und zwar ehrenamtlich.","['Früher war er Anwalt.', 'Seit 5 Jahren hilft sie Flüchtlingen.', 'Zuerst hat sie Flüchtlinge zu Ärzten oder Vermietern begleitet. Und sie hat Deutsch unterrichtet.', 'Heute hilft sie Flüchtlingen bei der Arbeits-Suche.', 'Dafür hat sie sogar ein eigenes Büro eröffnet.', 'Dabei bringt sie auch Flüchtlingen das Schwimmen bei.']","[0.5119481086730957, 0.3466711640357971, 0.33238959312438965, 0.3166431784629822, 0.18964102864265442, 0.23709389567375183]"
3580,Die Brüder sind immer noch in Deutschland.,"['Sie müssen zurück in ihr Heimat-Land.', 'Können Sie 2 Brüdern helfen?', 'Der deutsche Staat sagt: Die 2 Brüder sollen Deutschland verlassen.', 'Die 2 Brüder leben noch in Deutschland.', 'Denn Deutsche und Flüchtlinge arbeiten zusammen.', 'Im Schwimm-Unterricht wird auch Deutsch geübt.']","[0.3035579025745392, 0.35269519686698914, 0.5560106635093689, 0.8826637864112854, 0.3931311070919037, 0.3426890969276428]"
3581,"Dieter Bollmann vertritt Geflüchtete juristisch, damit sie nicht abgeschoben werden.","['Er hilft bei drohenden Abschiebungen.', 'Mittlerweile hat Dieter Bollmann viele Abschiebungen verhindert. Yvonne Trenner. Foto: privat.', 'Yvonne Trenner vermittelt 50 bis 60 Flüchtlinge pro Jahr in eine Ausbildungen oder in ein Praktikum. Und sie hilft beim Bewerben.', 'Yvonne Trenner sagt dazu: Nur so können Flüchtlinge ein Leben in Deutschland aufbauen.']","[0.39902952313423157, 0.6441243290901184, 0.29997074604034424, 0.4077671766281128]"
