,sents_leicht,sents_standard,label
961,"Das schwere Wort dafür ist: Kraft-Fahrzeug-Steuer.Die Abkürzung ist: Kfz-Steuer. Das Amt bucht die Steuer automatisch von Ihrem Konto ab.Sie müssen das Abbuchen von Ihrem Konto vorher erlauben.Die Erlaubnis dafür heißt: SEPA-Mandat. Wenn Sie Ihr Fahrzeug zulassen,dann müssen Sie uns diese Erlaubnis geben.Damit das Amt die Steuer von Ihrem Konto abbuchen kann.Ohne die Erlaubnis dürfen wir Ihr Fahrzeug nicht zulassen.",Alternativ zum Online-Service können Sie die Umschreibung auch im Rahmen einer persönlichen Vorsprache in der Kfz-Zulassungsstelle durchführen. Fahrzeuge aus dem Ausland anmelden SEPA-Lastschriftmandat für die Kraftfahrzeugsteuer Seit dem 30. Januar 2014 muss bei der Zulassung eines Fahrzeuges ein SEPA-Lastschriftmandat zum Einzug der Kraftfahrzeugsteuer von einem Konto erteilt werden.,1
962,Die Erlaubnis brauchen wir auch:Wenn wir Ihre Daten schon zu einem anderen Fahrzeug haben.Zum Beispiel: Weil Sie 2 Autos haben. Sie können das Mandat am Computer ausfüllen.Dann müssen Sie es ausdrucken.Und am Ende müssen Sie es unterschreiben.,"Ohne dieses Mandat darf die Zulassungsbehörde einen Antrag auf Zulassung eines Fahrzeuges nicht bearbeiten. Das SEPA-Mandat ist auch dann nötig, wenn die Daten bereits zu einem anderen Fahrzeug erfasst wurden.",1
963,Wichtig: Auf dem Mandat müssen 2 Unterschriften sein:,Das SEPA-Mandat muss zwingend mit zwei Unterschriften versehen werden.,1
964,1. Die Unterschrift vom Konto-Inhaber oder der Konto-Inhaberin. 2. Die Unterschrift vom Fahrzeug-Halter oder der Fahrzeug-Halterin.,Es ist die Unterschrift des*der Kontoinhabers*in und die Unterschrift des*der Fahrzeughalters*in erforderlich.,1
965,Der Konto-Inhaber ist nicht immer auch der Fahrzeug-Halter.Manchmal bezahlt eine Person die Kfz-Steuer.Obwohl eine andere Person das Auto nutzt.Deshalb brauchen wir immer beide Unterschriften. Achtung: Wenn Sie kein Konto haben:Dann müssen Sie vorher zum Haupt-Zoll-Amt.Das Haupt-Zoll-Amt ist für die Kfz-Steuer zuständig. Wichtig:,Das SEPA-Lastschriftmandat können Sie im Downloadservice herunterladen.,1
966,"Sie müssen zum Haupt-Zoll-Amt gehen,bevor Sie Ihr Fahrzeug bei uns umschreiben lassen. Das ist die Adresse: Haupt-Zoll-Amt KölnStolberger Straße 20050933 Köln","Sollten Sie kein Konto haben, wenden Sie sich bitte zunächst an das für die Verwaltung der Kraftfahrzeugsteuer zuständige Hauptzollamt Köln in der Stolberger Straße 200, 50933 Köln.",1
967,"Lesen Sie bitte die weiteren Informationen zum SEPA-Mandat.Fragen Sie jemanden um Hilfe,wenn Sie etwas nicht verstehen. Sie können das Umschreiben Ihres Fahrzeugs online erledigen. Online heißt: Im Internet.","Beachten Sie zum SEPA-Mandat auch unsere allgemeinen Informationen: Umzug und Neu in Köln Hilfreiche Links Vorsprache Sie müssen persönlich erscheinen, können sich aber durch eine bevollmächtigte Person vertreten lassen.",1
968,Das heißt: Sie können es am Computer erledigen. Wenn Sie lieber persönlich zur Zulassungs-Stelle kommen möchten: Sie müssen vorher telefonisch oder online einen Termin ausmachen.,"Ein Formular zur Vollmachterteilung finden Sie unter ""Download und Infos"" im Download-Service.",1
969,Das heißt: Sie rufen an oder können am Computer einen Termin machen. Telefon: 0221/ 221-26635,"Das Formular können Sie am Computer ausfüllen, ausdrucken und unterschreiben.",1
970,0221/ 221-26676 Zum Termin kommen Sie dann persönlich zur Zulassungs-Stelle. Das ist die Adresse: Zulassungs-Stelle Köln,"Bitte beachten Sie, dass zusätzlich zur Vollmacht Personalausweis oder Pass der Vertretung vorzulegen sind.",1
971,"Max-Glomsda-Straße 4 51105 Köln Wenn Sie das Fahrzeug als Firmen-Fahrzeug nutzen,dann müssen Sie zur Zulassungs-Stelle in Köln kommen. Das ist die Adresse:",Die Kooperation mit dem Rhein-Erft-Kreis ist bis auf Weiteres ausgesetzt!,1
972,"Zulassungs-Stelle KölnMax-Glomsda-Straße 451105 Köln Wichtig: Wenn Sie das Fahrzeug als Firmen-Fahrzeug benutzen,dann müssen Sie uns zusätzlich diese Papiere zeigen: Kopie aus dem Handels-Register","Gebühren Umschreibung innerhalb Kölns: 19,30 Euro.Umschreibung innerhalb Deutschlands nach Köln:- ohne Wechsel des*der Halter*in: 27,50 Euro - mit Wechsel des*der Halter*in: 29,60 EuroZusätzliche Gebühren können anfallen:Wenn der Abruf der Fahrzeugdaten beim Kraftfahrt-Bundesamt nicht möglich ist und sie im örtlichen Fahrzeugregister nicht verfügbar sind: 15,30 Euro, Wunschkennzeichen: 10,20 Euro.",1
973,Gewerbe-Anmeldung Sie können ein Fahrzeug auf eine Person unter 18 Jahren zulassen.Das ist aber nur in manchen Fällen möglich.Zum Beispiel wenn die Person unter 18 Jahren: Eine Fahr-Erlaubnis für das Fahrzeug hat. Oder die Person eine schwere Behinderung hat.,"Vorab online oder telefonisch reserviert: 12,80 Euro.Umtausch des alten Fahrzeugbriefes auf die Zulassungsbescheinigung Teil II: 8,70 Euro.Austausch der Zulassungsbescheinigung Teil II, zum Beispiel einer vollgeschriebenen Zulassungsbescheinigung Teil II, in der kein weiterer Haltereintrag möglich ist: 3,60 Euro.Die Gebühren können Sie auch per ec-Karte mit PIN-Nummer oder mit der GeldKarte bezahlen.Zusätzlich fallen Kosten für die Kennzeichenschilder an.",1
974,"Bitte fragen Sie vorher: Ob Sie das Fahrzeug zulassen könnenauf die Person unter 18 Jahren. Wichtig: Wenn Sie ein Fahrzeug zulassen wollenauf eine Person unter 18 Jahren, müssen Sie eine Einverständnis-Erklärung zeigenvon beiden Eltern.",Kennzeichen bekommen Sie bei den ortsansässigen Schilderherstellerfirmen.,1
975,Also: Eine Erlaubnis von der Mutter und dem Vater. Beide Eltern müssen die Erklärung unterschreiben. Und beide Eltern müssen uns ihre Ausweise zeigen. Ausnahme:,"Umschreibung innerhalb Kölns: 19,30 Euro.",1
976,Wenn nur 1 Person das Sorge-Recht hat.Dann muss nur diese Person ihren Ausweis zeigen. Das heißt: Wenn nur die Mutter das Sorge-Recht hat.Oder wenn nur der Vater das Sorge-Recht hat.Oder wenn sich eine andere Person um das Kind kümmert. Dann müssen Sie uns nur 1 Ausweis zeigen.Und einen Nachweis über das Sorge-Recht. Sie können die Zulassung am Computer erledigen.,"Umschreibung innerhalb Deutschlands nach Köln:- ohne Wechsel des*der Halter*in: 27,50 Euro - mit Wechsel des*der Halter*in: 29,60 Euro Zusätzliche Gebühren können anfallen: Wenn der Abruf der Fahrzeugdaten beim Kraftfahrt-Bundesamt nicht möglich ist und sie im örtlichen Fahrzeugregister nicht verfügbar sind: 15,30 Euro, Wunschkennzeichen: 10,20 Euro.",1
977,"Das heißt online. Das erklären wir weiter oben.Sie können auch persönlich zur Zulassungs-Stelle kommen. Dafür können Sie einen Termin vereinbaren. Wenn Sie nicht persönlich kommen können,dann kann auch eine andere Person für Sie zu uns kommen.","Vorab online oder telefonisch reserviert: 12,80 Euro.",1
978,"Die Person muss uns dann eine Vollmacht zeigen. Eine Vollmacht ist ein Papier, auf dem steht:Dass Sie jemanden etwas erlauben. Das Formular für die Vollmacht können Sie am Computer ausfüllen.Dann müssen Sie das Formular ausdrucken.Dann müssen Sie das Formular unterschreiben. Beim Zulassen muss die Person, die Sie bevollmächtigen, uns die Vollmacht im Original vorlegen.Und die Person muss uns ihren Ausweis oder Pass zeigen.","Umtausch des alten Fahrzeugbriefes auf die Zulassungsbescheinigung Teil II: 8,70 Euro.",1
979,"Zusätzlich muss die Person uns den Personalausweis oder Pass des Halters oder der Halterin zeigen; eine Kopie reicht hier aus. Das Umschreiben kostet 27,50 Euro,wenn sich der Halter oder die Halterin nicht ändert. Das Umschreiben kostet 29,60 Euro,wenn sich der Halter oder die Halterin ändert.","Austausch der Zulassungsbescheinigung Teil II, zum Beispiel einer vollgeschriebenen Zulassungsbescheinigung Teil II, in der kein weiterer Haltereintrag möglich ist: 3,60 Euro. Die Gebühren können Sie auch per ec-Karte mit PIN-Nummer oder mit der GeldKarte bezahlen.",1
980,Achtung: Manchmal müssen Sie weitere Gebühren bezahlen!Zum Beispiel: Für Ihre Kennzeichen.,Zusätzlich fallen Kosten für die Kennzeichenschilder an.,1
982,Seit dem Jahr 2013 gibt es einen einheitlichen Führerschein in der Europäischen Union. Die Abkürzung dafür ist EU-Führerschein.,Seit dem 19. Januar 2013 haben Führerscheine in der Europäischen Union einen einheitlichen Standard.,1
983,EU ist die Abkürzung für: Europäische Union.,"Im Laufe der kommenden Jahre müssen rund 40 Millionen Führerscheine, die vor dem 19. Januar 2013 ausgestellt wurden, nach und nach ersetzt werden.",1
984,Das heißt: Alle Menschen in der Europäischen Union müssen den gleichen EU-Führerschein bekommen. Die Menschen müssen mit dem neuen Führerschein,"Dieser Pflichtumtausch betrifft die grauen und rosafarbenen Führerscheine, sowie Kartenführerscheine, die vom 1. Januar 1999 bis 18. Januar 2013 ausgestellt wurden.",1
985,in der ganzen EU fahren. Der EU-Führerschein hat viele Vorteile. Den einheitlichen EU-Führerschein • kann man besser prüfen.,"Bei den grauen und rosafarbenen Führerscheinen, sofern sie noch in Gebrauch sind, sind die Geburtsjahrgänge ausschlaggebend für die Umtauschfrist.",1
987,"Oder haben Sie einen alten EU-Führerschein, der vor dem Januar 2013 ausgestellt wurde? Dann müssen Sie Ihren alten Führerschein umtauschen, gegen einen neuen EU-Führerschein.","Sollten Sie Ihren alten Führerschein bereits in einen Kartenführerschein umgetauscht haben, so ist das Ausstellungsjahr dieses Kartenführerscheins für die Umtauschfrist maßgeblich.",1
988,Achtung: Sie müssen Ihren Führerschein umtauschen. Dafür gibt es verschiedene Fristen:,"Die genauen Fristen zum Umtausch finden Sie unter ""Fristen zum Pflichtumtausch"".",1
989,Sie haben einen alten Führerschein. Zum Beispiel: auf grauem oder rosa Papier.,Die Gültigkeit des neuen Kartenführerscheins ist auf 15 Jahre befristet.,1
990,Dann ist Ihr Geburtstag wichtig. Sie haben einen neuen Karten-Führerschein. Dann ist wichtig: von wann der Führerschein ist. Wir sagen dazu: das Ausstellungs-Jahr.,"Diese Befristung auf 15 Jahre betrifft nur den Kartenführerschein, nicht die Fahrerlaubnis.",1
991,Mehr Infos finden Sie in den Tabellen: Bis wann muss ich den Führerschein umtauschen? Personal-Ausweis oder Pass Führerschein,Grund für die Anordnung des Umtausches durch die Europäische Union ist der Wunsch nach einem einheitlichen und fälschungssicheren Führerscheindokument.,1
992,1 Pass-Foto von Ihnen Das Foto darf nicht älter als 3 Monate sein. Sie können im Amt Pass-Fotos machen. Das kostet 7 Euro.,"Ziel ist, dass ab dem 19. Januar 2033 in der Bundesrepublik Deutschland alle Inhaber*innen einer deutschen Fahrerlaubnis in der Datenbank des Kraftfahrt-Bundesamts erfasst sind.",1
993,Wichtig: Sie können das Foto nicht als E-Mail schicken. Fotos am Computer sind nicht erlaubt. Das schwere Wort dafür ist: Digitale Fotos.,Benötigt werden,1
994,Digitale Fotos sind nicht erlaubt. Das Foto muss bio-metrie-tauglich sein. Bio-metrie-tauglich heißt: Das Gesicht ist gut zu sehen.,Personalausweis oder Reisepass,1
995,Der Kopf ist gerade. Die Augen sind offen. Der Mund ist geschlossen. Der Hintergrund ist ein-farbig.,Nationalpass mit Aufenthaltsgenehmigung,1
996,Die Person ist gut zu erkennen. Befolgen Sie bitte die Regeln für Pass-Fotos. Die Regeln stehen in der Foto-Muster-Tafel.,Für Ausländer*innen aus der Europäischen Union genügt der Nationalpass.,1
997,Wichtig: Menschen aus dem Ausland brauchen auch:,Für Ausländer*innen aus der Europäischen Union genügt der Nationalpass.,1
998,Ihren Pass mit Aufenthalts-Erlaubnis,Bisheriger Führerschein,1
999,"Das ist ein Papier vom Amt. Darauf steht, dass Sie in Deutschland leben dürfen.","Aktuelles biometrisches Passfoto Ein Passbild in digitaler Form ist nur dann erlaubt, wenn Sie den Serviceterminal in Ihrem Kundenzentrum benutzen, Gebühr 7 Euro.",1
1001,"Wenn Sie aus der EU kommen, reicht Ihr Pass. EU ist die Abkürzung für: Europäische Union. Kopie aus dem Führerschein-Registervon dem Amt, das Ihren Führerschein gemacht hat","Ein Passbild in digitaler Form ist nur dann erlaubt, wenn Sie den Serviceterminal in Ihrem Kundenzentrum benutzen, Gebühr 7 Euro.",1
1002,Ein Register ist eine Liste.,"Bitte beachten Sie unsere Informationen unterhalb der Überschrift ""Hinweise zum biometrischen Passfoto"".",1
1003,Im Führerschein-Register stehen Informationen zu allen Führerscheinen in Köln.,"Bei Führerscheinen, die nicht von der Stadt Köln und vor dem 1. Januar 1999 ausgestellt wurden",1
1004,Manchmal müssen Sie uns einen Auszug aus dem Führerschein-Register zeigen. Zum Beispiel: 1. Wenn Ihr Führerschein nicht mehr lesbar ist.,"Eine Karteikartenabschrift der Behörde, die Ihren letzten Führerschein ausgestellt hat.",1
1005,Zum Beispiel: Weil Ihr Führerschein schon sehr alt ist. Oder weil Ihr Führerschein zerkratzt ist. 2. Und wenn Ihr Führerschein nicht in Köln ausgestellt wurde.,"Um die Bearbeitungszeit zu beschleunigen, können Sie gerne die ausstellende Behörde vorab bitten, die notwendige Karteikartenabschrift an die Stadt Köln (hier bitte Anschrift der Führerscheinstelle der Stadt Köln benennen, bei der Sie den Antrag stellen bzw. Ihren Führerschein abholen möchten) zu senden.",1
1006,"Den Auszug aus dem Führerschein-Register bekommen Sie bei dem Amt, von dem Sie den Führerschein bekommen haben.","Eine Karteikartenabschrift der Behörde, die Ihren letzten Führerschein ausgestellt hat.",1
1007,"Es kommt darauf an,","Um die Bearbeitungszeit zu beschleunigen, können Sie gerne die ausstellende Behörde vorab bitten, die notwendige Karteikartenabschrift an die Stadt Köln (hier bitte Anschrift der Führerscheinstelle der Stadt Köln benennen, bei der Sie den Antrag stellen bzw. Ihren Führerschein abholen möchten) zu senden.",1
1008,wann Sie den Führerschein bekommen haben. In der Tabelle steht: Wann Sie Ihren Führerschein umtauschen müssen. 1. Sie haben Ihren Führerschein vor 31. Dezember 1998 bekommen:,Fristen zum Pflichtumtausch Bis zum 19. Januar 2033 müssen nach einer EU-Richtlinie alle bisher unbefristet ausgestellten Führerscheine in das aktuelle Führerscheindokument mit Befristungsdatum umgetauscht werden.,1
1009,2. Sie haben Ihren Führerschein zwischen1. Januar 1999 bis 18. Januar 2013 bekommen: 3. Sie sind vor 1953 geboren:,In Deutschland soll der Umtausch gestaffelt im Zeitraum 19. Januar 2022 bis 19. Januar 2033 erfolgen.,1
1010,Dann müssen Sie den Führerschein,"Wann Ihr bisheriger Führerschein ungültig wird und zuvor umgetauscht werden muss, können Sie den nachfolgenden Tabellen entnehmen.",1
1011,bis 19. Januar 2033 umtauschen. Egal wann Sie Ihn bekommen haben. Wichtig: Ab 19. Januar 2033 sind nur noch EU-Führerscheine gültig.,"Fahrerlaubnisinhaber*innen, deren Geburtsjahr vor 1953 liegt, müssen den Führerschein bis zum 19. Januar 2033 umtauschen, unabhängig vom Ausstellungsjahr des Führerscheins.",1
1012,Ihr alter Führerschein wird dann ungültig. Der neue EU-Führerschein ist 15 Jahre gültig. Das schwere Wort dafür ist: Befristung.,Das Führerscheindokument wird befristet Die neuen Kartenführerscheine werden in ihrer Gültigkeit auf 15 Jahre befristet.,1
1013,Die Befristung betrifft nur das Dokument. Die Befristung betrifft nicht die Fahr-Erlaubnis selbst.,"Die Befristung betrifft nur das Dokument, nicht die Fahrerlaubnis selbst.",1
1019,Sie müssen keine Gesundheits-Prüfung machen: Wenn Sie Ihren Führerschein umtauschen wollen. Oder wenn Sie Ihren Führerschein verlängern wollen. Dazu müssen Sie keine neuen Prüfungen machen.,Keine generelle Gesundheitsprüfung oder sonstige Prüfung Die Verlängerung beziehungsweise Neuausstellung des Führerscheindokuments erfolgt ohne Gesundheitsprüfung oder eine sonstige Anforderung.,1
1021,Wir erneuern nur den Führerschein und das Foto. Ausnahme:,Es wird lediglich das Dokument und das Lichtbild aktualisiert.,1
1022,"Wenn Sie einen LKW oder Bus-Führerschein haben, dann müssen Sie eine Gesundheits-Prüfung machen, wenn Ihr Führerschein abläuft.","Inhaber*innen von Führerscheinen mit der Berechtigung zum Führen von Lastkraftwagen und Bussen müssen allerdings die gesundheitliche Eignung nachweisen, wenn die entsprechende Führerscheinklasse abläuft.",1
1023,"Weitere Informationen finden Sie dazu hier: Wenn Sie Ihren Führerschein umtauschen, dauert die Bearbeitung etwa 3 bis 4 Wochen.",Weitere Informationen finden Sie dazu hier: Hinweise zum biometrischen Passfoto Das Foto sollte nicht älter als drei Monate sein.,1
1025,"Das heißt: Wenn Sie nicht 3 bis 4 Wochen warten können, dann können Sie Ihren Führerschein schneller bekommen. Zum Beispiel:","Ein Passbild in digitaler Form ist nur dann erlaubt, wenn Sie den Serviceterminal in Ihrem Kundenzentrum benutzen.",1
1026,Weil Sie ins Ausland fahren wollen und Sie den Führerschein dringend brauchen. Dann können Sie eine Express-Bestellung fordern. Die Liefer-Zeit beträgt dann nur 3 bis 4 Werk-Tage.,Die Gebühr für das digitale Foto beträgt 7 Euro.,1
1027,Werk-Tage heißt: Montag bis Freitag. Keine Werk-Tage sind: Samstage Sonntage,"Sie können die Gebühr in bar, mit der EC-Karte und PIN-Nummer, mit dem Smartphone oder der Smartwatch bezahlen.",1
1054,In manchen Ländern gilt der EU-Führerschein nicht. Dann brauchen Sie einen inter-nationalen Führerschein. Zum Beispiel: In Ländern außerhalb von Europa.,Andernfalls reichen Sie bitte ein Passbild in Papierform ein oder nutzen Sie den Online-Antrag zum Pflichtumtausch.,1
1080,4. beim Gesundheits-Amt oder 5. bei einem Arzt oder einer Ärztin von einem Amt. Nach dem Seh-Test bekommen Sie eine Bescheinigung. Die Bescheinigung ist 2 Jahre gültig.,Bearbeitungsdauer Die Bearbeitungsdauer bei einem Führerscheinumtausch beträgt auf Grund der Herstellung und Lieferung des Kartenführerscheins durch die Bundesdruckerei drei bis vier Wochen.,1
1088,"Sie können selbst bestimmen, zu welchem Arzt oder welcher Ärztin Sie gehen wollen. Der Arzt oder die Ärztin prüft dann Ihre Gesundheit. Nach der Prüfung bekommen Sie einen Nachweis.","Im ausgewählten Kundenzentrum können Sie ohne Terminvereinbarung nach drei bis vier Wochen, nachdem Sie den Antrag gestellt haben, Ihren Führerschein abholen.",1
1101,"Ihre befristete Fahr-Erlaubnis verlängern wollen. Sie kommen persönlich zu uns ins Amt, wenn Sie den neuen EU-Führerschein beantragen müssen oder wenn Sie Ihren alten Führerschein umtauschen müssen.",Die Lieferzeit beträgt drei bis vier Werktage.,1
1108,Wir helfen Ihnen gerne. Wenn Sie Fragen haben. Oder Hilfe brauchen. Online heißt:,"Sollten sich Probleme im Ablauf zeigen, kommen die Sachbearbeiter*innen auf Sie zu und klären das direkt mit Ihnen.",1
